,d_name,did,d_code,relation,e_name,eid,e_code
4703,流行性角膜结膜炎,465,60548004,has symptom,眼结膜水肿,1715,84178004
4704,流行性角膜结膜炎,465,60548004,has symptom,角膜糜烂,1873,50792001
4705,流行性角膜结膜炎,465,60548004,has symptom,角膜知觉减少,1495,373433005
4706,流行性角膜结膜炎,465,60548004,has symptom,视力障碍,1300,95677002
4707,流行性角膜结膜炎,465,60548004,has symptom,畏寒,1175,80585000
4715,流行性腮腺炎,289,240526004,has symptom,发热,755,386661006
4716,流行性腮腺炎,289,240526004,has symptom,恶心,1369,422587007
4717,流行性腮腺炎,289,240526004,has symptom,颌下腺肿大,1563,385296007|65124004
4718,流行性腮腺炎,289,240526004,has symptom,肌肉痛,1687,68962001
4719,流行性腮腺炎,289,240526004,has symptom,咽喉痛,1743,162397003
4728,轮状病毒所致胃肠炎,682,415822001,has symptom_main,水样便,2107,398212009
4729,轮状病毒所致胃肠炎,682,415822001,has symptom_main,腹痛,1288,21522001
4730,轮状病毒所致胃肠炎,682,415822001,has symptom_main,腹泻,992,62315008
4731,轮状病毒所致胃肠炎,682,415822001,has symptom,发热,755,386661006
4732,轮状病毒所致胃肠炎,682,415822001,has symptom,腹胀,1028,60728008
4733,轮状病毒所致胃肠炎,682,415822001,has symptom,恶心,1369,422587007
4747,轮状病毒性肠炎,367,186150001,has symptom_main,发热,755,386661006
4748,轮状病毒性肠炎,367,186150001,has symptom_main,水样便,2107,398212009
4749,轮状病毒性肠炎,367,186150001,has symptom_main,腹痛,1288,21522001
4750,轮状病毒性肠炎,367,186150001,has symptom_main,腹泻,992,62315008
4751,轮状病毒性肠炎,367,186150001,has symptom,恶心,1369,422587007
4752,轮状病毒性肠炎,367,186150001,has symptom,乏力,1405,13791008
4753,轮状病毒性肠炎,367,186150001,has symptom,蛋花样汤便,1813,
4754,轮状病毒性肠炎,367,186150001,has symptom,腹部压痛,1070,43478001
4767,旅途精神病,311,231489001,has symptom_main,定向力障碍,1086,62476001
4768,旅途精神病,311,231489001,has symptom_main,感觉障碍,845,85972008
4769,旅途精神病,311,231489001,has symptom_main,记忆力障碍,177,386807006
4770,旅途精神病,311,231489001,has symptom_main,情感障碍,1035,46206005
4771,旅途精神病,311,231489001,has symptom_main,思维紊乱,1297,26628009
4772,旅途精神病,311,231489001,has symptom_main,言语障碍,2011,47004009
4773,旅途精神病,311,231489001,has symptom_main,注意缺陷障碍,1247,35253001
4774,旅途精神病,311,231489001,has symptom_main,行为异常,2147,25786006
4776,麻疹,229,14189004,has symptom_main,发热,755,386661006
4777,麻疹,229,14189004,has symptom_main,口腔粘膜色素沉着,1633,249405005
4778,麻疹,229,14189004,has symptom,烦躁不安,878,30819006
4779,麻疹,229,14189004,has symptom,结膜充血,980,193894004
4780,麻疹,229,14189004,has symptom,流鼻涕,1571,64531003
4781,麻疹,229,14189004,has symptom,面色苍白,1952,398979000
4793,麦粒肿,48,397513003,has symptom_main,眼痛,913,41652007
4794,麦粒肿,48,397513003,has symptom_main,结膜充血,980,193894004
4795,麦粒肿,48,397513003,has symptom_main,眼胀,1692,45177002
4796,麦粒肿,48,397513003,has symptom,颌下淋巴结肿大,934,59503006|65124004
4797,麦粒肿,48,397513003,has symptom,耳前淋巴结肿大,1220,127078001
4798,麦粒肿,48,397513003,has symptom,发热,755,386661006
4799,麦粒肿,48,397513003,has symptom,畏寒,1175,80585000
4806,慢性阿米巴性痢疾,623,23874000,has symptom_main,右下腹痛,2056,301754002
4807,慢性阿米巴性痢疾,623,23874000,has symptom_main,腹部不适,770,43364001
4808,慢性阿米巴性痢疾,623,23874000,has symptom_main,腹痛,1288,21522001
4809,慢性阿米巴性痢疾,623,23874000,has symptom_main,里急后重,1182,267053000
4810,慢性阿米巴性痢疾,623,23874000,has symptom_main,脓血便,1677,405729008|255316004
4811,慢性阿米巴性痢疾,623,23874000,has symptom_main,粘液便,1713,271864008
4812,慢性阿米巴性痢疾,623,23874000,has symptom,腹泻与便秘交替,2051,249517009
4822,慢性鼻炎,679,86094006,has symptom_main,鼻分泌物增多,1700,64531003|35105006
4823,慢性鼻炎,679,86094006,has symptom_main,鼻塞,1515,68235000
4824,慢性鼻炎,679,86094006,has symptom_main,鼻痒,2140,45206002|418290006
4825,慢性鼻炎,679,86094006,has symptom_main,打喷嚏,1520,76067001
4826,慢性鼻炎,679,86094006,has symptom_main,鼻甲肥大,1093,17467004
4827,慢性鼻炎,679,86094006,has symptom_main,流鼻涕,1571,64531003
4828,慢性鼻炎,679,86094006,has symptom,鼻出血,1807,249366005
4829,慢性鼻炎,679,86094006,has symptom,鼻粘膜肿胀,1584,277223000
4830,慢性鼻炎,679,86094006,has symptom,结节,1981,403359004
4841,慢性鼻咽炎,134,47841006,has symptom_main,咳嗽,1406,49727002
4842,慢性鼻咽炎,134,47841006,has symptom_main,声音嘶哑,775,50219008
4843,慢性鼻咽炎,134,47841006,has symptom_main,咽喉痛,1743,162397003
4844,慢性鼻咽炎,134,47841006,has symptom,鼻粘膜干燥,1614,42201002
4845,慢性鼻咽炎,134,47841006,has symptom,低热,1567,304213008
4846,慢性鼻咽炎,134,47841006,has symptom,消化不良,630,162031009
4847,慢性鼻咽炎,134,47841006,has symptom,咽喉干燥,1817,102618009
4848,慢性鼻咽炎,134,47841006,has symptom,乏力,1405,13791008
4849,慢性鼻咽炎,134,47841006,has symptom,头晕,969,404640003
4858,慢性闭角型青光眼,439,33647009,has symptom_main,头痛,1650,25064002
4859,慢性闭角型青光眼,439,33647009,has symptom_main,虹视,1906,83551002
4860,慢性闭角型青光眼,439,33647009,has symptom_main,眼痛,913,41652007
4861,慢性闭角型青光眼,439,33647009,has symptom_main,眼压升高,790,112222000
4862,慢性闭角型青光眼,439,33647009,has symptom_main,眼胀,1692,45177002
4863,慢性闭角型青光眼,439,33647009,has symptom,青光眼斑,1027,67733005
4876,慢性扁桃体炎,457,90979004,has symptom,扁桃体充血,1431,286802001
4877,慢性扁桃体炎,457,90979004,has symptom,扁桃体小,1569,276399002
4878,慢性扁桃体炎,457,90979004,has symptom,消化不良,630,162031009
4879,慢性扁桃体炎,457,90979004,has symptom,悬雍垂下垂,1234,26140008|29696001
4880,慢性扁桃体炎,457,90979004,has symptom,咽喉痛,1743,162397003
4889,慢性胆管炎,85,71912000,has symptom_main,发热,755,386661006
4890,慢性胆管炎,85,71912000,has symptom_main,黄疸,829,18165001
4891,慢性胆管炎,85,71912000,has symptom_main,腹痛,1288,21522001
4892,慢性胆管炎,85,71912000,has symptom,乏力,1405,13791008
4893,慢性胆管炎,85,71912000,has symptom,胆管断裂,1287,56512009
4894,慢性胆管炎,85,71912000,has symptom,胆囊积水,2038,47312008
4895,慢性胆管炎,85,71912000,has symptom,胆囊增大,1923,300344005
4896,慢性胆管炎,85,71912000,has symptom,寒战,1281,43724002
4897,慢性胆管炎,85,71912000,has symptom,厌食,827,79890006
4898,慢性胆管炎,85,71912000,has symptom,胆心综合征,1151,
4913,慢性胆囊炎,443,20824003,has symptom_main,腹胀,1028,60728008
4914,慢性胆囊炎,443,20824003,has symptom_main,右上腹痛,1874,301717006
4915,慢性胆囊炎,443,20824003,has symptom_main,嗳气,1140,271834000
4916,慢性胆囊炎,443,20824003,has symptom,胆绞痛,773,37389005
4917,慢性胆囊炎,443,20824003,has symptom,胆囊触痛征,860,300348008
4918,慢性胆囊炎,443,20824003,has symptom,恶心,1369,422587007
4919,慢性胆囊炎,443,20824003,has symptom,腹部不适,770,43364001
4920,慢性胆囊炎,443,20824003,has symptom,厌食,827,79890006
4921,慢性胆囊炎,443,20824003,has symptom,消化不良,630,162031009
4922,慢性胆囊炎,443,20824003,has symptom,心悸,1961,80313002
4923,慢性胆囊炎,443,20824003,has symptom,胆心综合征,1151,
4935,慢性肺源性心脏病,587,87837008,has symptom_main,活动后气促,2074,60845006
4936,慢性肺源性心脏病,587,87837008,has symptom_main,咳嗽,1406,49727002
4937,慢性肺源性心脏病,587,87837008,has symptom_main,咳痰,774,28743005
4938,慢性肺源性心脏病,587,87837008,has symptom_main,紫绀,1266,3415004
4939,慢性肺源性心脏病,587,87837008,has symptom,心悸,1961,80313002
4940,慢性肺源性心脏病,587,87837008,has symptom,运动耐力降低,1429,
4941,慢性肺源性心脏病,587,87837008,has symptom,端坐呼吸,1657,62744007
4942,慢性肺源性心脏病,587,87837008,has symptom,心悸,1961,80313002
4954,慢性附睾炎,167,236768005,has symptom_main,附睾肿大发硬,1290,300883004|72505002
4955,慢性附睾炎,167,236768005,has symptom_main,阴囊坠胀痛,979,20502007
4956,慢性附睾炎,167,236768005,has symptom,附睾压痛,1529,300501005
4957,慢性附睾炎,167,236768005,has symptom,阴囊下坠,817,20233005|29696001
4968,慢性腹泻,95,236071009,has symptom_main,稀便,1714,398032003
4969,慢性腹泻,95,236071009,has symptom_main,粪便量多,1446,167623009
4970,慢性腹泻,95,236071009,has symptom_main,腹痛,1288,21522001
4971,慢性腹泻,95,236071009,has symptom_main,大便频繁,1208,15510009
4972,慢性腹泻,95,236071009,has symptom,粘液便,1713,271864008
4973,慢性腹泻,95,236071009,has symptom,消瘦,1036,61294007
4983,慢性干燥性鼻炎,703,95240001,has symptom_main,鼻部灼热感,1660,724235002
4984,慢性干燥性鼻炎,703,95240001,has symptom_main,鼻塞,1515,68235000
4985,慢性干燥性鼻炎,703,95240001,has symptom_main,鼻痒,2140,45206002|418290006
4986,慢性干燥性鼻炎,703,95240001,has symptom_main,鼻粘膜干燥,1614,42201002
4987,慢性干燥性鼻炎,703,95240001,has symptom_main,打喷嚏,1520,76067001
4988,慢性干燥性鼻炎,703,95240001,has symptom,鼻粘膜干燥,1614,42201002
4989,慢性干燥性鼻炎,703,95240001,has symptom,回吸性涕血,1712,
4990,慢性干燥性鼻炎,703,95240001,has symptom,挖鼻孔,2082,102908001
4999,慢性根尖牙周炎,295,718052004,has symptom_main,咀嚼时不适感,1344,738992009|247347003
5000,慢性根尖牙周炎,295,718052004,has symptom_main,牙龈痛,1667,11114002
5001,慢性根尖牙周炎,295,718052004,has symptom,牙齿异常,1065,38199008|263654008
5003,慢性喉炎,255,29951006,has symptom_main,声音嘶哑,775,50219008
5004,慢性喉炎,255,29951006,has symptom_main,咽喉干燥,1817,102618009
5005,慢性喉炎,255,29951006,has symptom_main,喉部有痰,951,49928004|45710003
5006,慢性喉炎,255,29951006,has symptom,咽喉痛,1743,162397003
5007,慢性喉炎,255,29951006,has symptom,咽喉充血,1594,102617004
5014,慢性呼吸衰竭,179,39871006,has symptom_main,紫绀,1266,3415004
5015,慢性呼吸衰竭,179,39871006,has symptom_main,呼吸困难,1207,267036007
5016,慢性呼吸衰竭,179,39871006,has symptom,潮式呼吸,1444,309155007
5017,慢性呼吸衰竭,179,39871006,has symptom,失眠,1684,193462001
5018,慢性呼吸衰竭,179,39871006,has symptom,心动过速,1044,3424008
5019,慢性呼吸衰竭,179,39871006,has symptom,低血压,1855,12763006
5020,慢性呼吸衰竭,179,39871006,has symptom,呼吸抑制,1360,80954004
5021,慢性呼吸衰竭,179,39871006,has symptom,心律失常,2094,698247007
5022,慢性呼吸衰竭,179,39871006,has symptom,意识丧失,794,419045004
5023,慢性呼吸衰竭,179,39871006,has symptom,注意力不集中,1270,22058002
5038,慢性化脓性鼻窦炎,398,40055000,has symptom_main,鼻塞,1515,68235000
5039,慢性化脓性鼻窦炎,398,40055000,has symptom_main,脓鼻涕,771,14310000
5040,慢性化脓性鼻窦炎,398,40055000,has symptom,鼻粘膜充血,1213,34508005|85804007
5041,慢性化脓性鼻窦炎,398,40055000,has symptom,头痛,1650,25064002
5042,慢性化脓性鼻窦炎,398,40055000,has symptom,耳聋,1114,272033007
5043,慢性化脓性鼻窦炎,398,40055000,has symptom,耳鸣,1630,60862001
5044,慢性化脓性鼻窦炎,398,40055000,has symptom,嗅觉障碍,765,275462005
5050,慢性结肠炎,632,54597004,has symptom_main,腹痛,1288,21522001
5051,慢性结肠炎,632,54597004,has symptom_main,腹泻,992,62315008
5052,慢性结肠炎,632,54597004,has symptom,腹泻与便秘交替,2051,249517009
5053,慢性结肠炎,632,54597004,has symptom,里急后重,1182,267053000
5054,慢性结肠炎,632,54597004,has symptom,排便异常,1243,179950008
5063,慢性卡他性结膜炎,152,73762008,has symptom_main,眼干,1205,162290004
5064,慢性卡他性结膜炎,152,73762008,has symptom_main,眼睛刺痛,1888,41652007|55145008
5065,慢性卡他性结膜炎,152,73762008,has symptom_main,眼内有异物感,804,81745001|247342009
5066,慢性卡他性结膜炎,152,73762008,has symptom,结膜充血,980,193894004
5072,慢性溃疡性结肠炎,269,444546002,has symptom_main,脓血便,1677,405729008|255316004
5073,慢性溃疡性结肠炎,269,444546002,has symptom_main,粘液便,1713,271864008
5074,慢性溃疡性结肠炎,269,444546002,has symptom_main,反复腹泻,1315,62315008|255227004
5075,慢性溃疡性结肠炎,269,444546002,has symptom_main,腹痛,1288,21522001
5076,慢性溃疡性结肠炎,269,444546002,has symptom,恶心,1369,422587007
5077,慢性溃疡性结肠炎,269,444546002,has symptom,腹部压痛,1070,43478001
5078,慢性溃疡性结肠炎,269,444546002,has symptom,结节性红斑,1918,32861005
5079,慢性溃疡性结肠炎,269,444546002,has symptom,上腹不适,1849,119416008
5080,慢性溃疡性结肠炎,269,444546002,has symptom,消化不良,630,162031009
5081,慢性溃疡性结肠炎,269,444546002,has symptom,消瘦,1036,61294007
5082,慢性溃疡性结肠炎,269,444546002,has symptom,便血,870,405729008
5083,慢性溃疡性结肠炎,269,444546002,has symptom,里急后重,1182,267053000
5095,慢性阑尾炎,449,58997001,has symptom_main,食欲下降,987,64379006
5096,慢性阑尾炎,449,58997001,has symptom_main,消化不良,630,162031009
5097,慢性阑尾炎,449,58997001,has symptom_main,右下腹痛,2056,301754002
5098,慢性阑尾炎,449,58997001,has symptom_main,右下腹压痛,2093,448661001
5099,慢性阑尾炎,449,58997001,has symptom,腹痛,1288,21522001
5100,慢性阑尾炎,449,58997001,has symptom,阑尾腔闭塞,1972,66754008|26036001
5101,慢性阑尾炎,449,58997001,has symptom,下腹绞痛,1218,54586004|73063007
5107,慢性泪囊炎,461,84627005,has symptom_main,流泪,810,193982009
5108,慢性泪囊炎,461,84627005,has symptom_main,眼分泌物增多,1073,18628002|35105006
5109,慢性泪囊炎,461,84627005,has symptom_main,结膜充血,980,193894004
5110,慢性泪囊炎,461,84627005,has symptom,眼睛痒,2130,74776002
5117,慢性泪腺炎,540,4760008,has symptom_main,泪腺肿大,1391,82721000119103
5118,慢性泪腺炎,540,4760008,has symptom,耳前淋巴结肿大,1220,127078001
5119,慢性泪腺炎,540,4760008,has symptom,肝脾肿大,1866,36760000
5123,慢性淋巴结炎,617,32035007,has symptom_main,淋巴结肿大,923,30746006
5124,慢性淋巴结炎,617,32035007,has symptom,发热,755,386661006
5130,慢性糜烂性胃炎,583,63137003,has symptom_main,反酸,1302,698065002
5131,慢性糜烂性胃炎,583,63137003,has symptom_main,右上腹痛,1874,301717006
5132,慢性糜烂性胃炎,583,63137003,has symptom,嗳气,1140,271834000
5133,慢性糜烂性胃炎,583,63137003,has symptom,恶心,1369,422587007
5134,慢性糜烂性胃炎,583,63137003,has symptom,腹泻,992,62315008
5135,慢性糜烂性胃炎,583,63137003,has symptom,上腹不适,1849,119416008
5136,慢性糜烂性胃炎,583,63137003,has symptom,上消化道出血,135,37372002
5137,慢性糜烂性胃炎,583,63137003,has symptom,食欲下降,987,64379006
5147,慢性盆腔炎,175,237044002,has symptom_main,女性小腹疼痛,769,54586004|224526002
5148,慢性盆腔炎,175,237044002,has symptom,下腹部钝痛,1741,27033000|83644001
5149,慢性盆腔炎,175,237044002,has symptom_main,下腹部酸胀感,1280,27033000|71393004
5150,慢性盆腔炎,175,237044002,has symptom_main,腰骶疼痛,1966,21492008|22253000
5151,慢性盆腔炎,175,237044002,has symptom,慢性盆腔疼痛,2090,30473006|90734009
5152,慢性盆腔炎,175,237044002,has symptom,月经周期改变,2018,42131003
5168,慢性乳腺炎,260,21648003,has symptom_main,发热,755,386661006
5169,慢性乳腺炎,260,21648003,has symptom_main,乳房疼痛,1147,53430007
5170,慢性乳腺炎,260,21648003,has symptom_main,乳房肿块,1443,89164003
5171,慢性乳腺炎,260,21648003,has symptom,乏力,1405,13791008
5172,慢性乳腺炎,260,21648003,has symptom,寒战,1281,43724002
5176,慢性肾功能不全,263,723190009,has symptom_main,贫血,604,271737000
5177,慢性肾功能不全,263,723190009,has symptom_main,蛋白尿,1696,29738008
5178,慢性肾功能不全,263,723190009,has symptom_main,血尿,844,34436003
5179,慢性肾功能不全,263,723190009,has symptom,肾病性浮肿面容,2143,445088006|64033007
5180,慢性肾功能不全,263,723190009,has symptom,失眠,1684,193462001
5181,慢性肾功能不全,263,723190009,has symptom,食欲下降,987,64379006
5182,慢性肾功能不全,263,723190009,has symptom,性欲减退,2078,52833006
5183,慢性肾功能不全,263,723190009,has symptom,多尿,821,162182005
5184,慢性肾功能不全,263,723190009,has symptom,皮膜粘膜出血,1258,731524000|50960005
5185,慢性肾功能不全,263,723190009,has symptom,少尿,2110,83128009
5186,慢性肾功能不全,263,723190009,has symptom,体液潴留,812,43498006
5187,慢性肾功能不全,263,723190009,has symptom,脱水,1422,34095006
5201,慢性肾衰竭,560,90688005,has symptom,出血,1628,131148009
5202,慢性肾衰竭,560,90688005,has symptom,恶心,1369,422587007
5203,慢性肾衰竭,560,90688005,has symptom,乏力,1405,13791008
5204,慢性肾衰竭,560,90688005,has symptom,高血压,1732,24184005
5205,慢性肾衰竭,560,90688005,has symptom,呕吐,1608,422400008
5206,慢性肾衰竭,560,90688005,has symptom,贫血,604,271737000
5207,慢性肾衰竭,560,90688005,has symptom,食欲下降,987,64379006
5208,慢性肾衰竭,560,90688005,has symptom,蛋白尿,1696,29738008
5209,慢性肾衰竭,560,90688005,has symptom,多尿,821,162182005
5210,慢性肾衰竭,560,90688005,has symptom,昏睡,1195,214264003
5211,慢性肾衰竭,560,90688005,has symptom,嗜睡,1691,271782001
5212,慢性肾衰竭,560,90688005,has symptom,糖尿,887,45154002
5213,慢性肾小球肾炎,470,20917003,has symptom_main,蛋白尿,1696,29738008
5214,慢性肾小球肾炎,470,20917003,has symptom_main,高血压,1732,24184005
5215,慢性肾小球肾炎,470,20917003,has symptom_main,肾病性浮肿面容,2143,445088006|64033007
5216,慢性肾小球肾炎,470,20917003,has symptom_main,血尿,844,34436003
5232,慢性外耳道炎,628,53295002,has symptom_main,耳流脓,1138,164215009
5233,慢性外耳道炎,628,53295002,has symptom_main,耳鸣,1630,60862001
5234,慢性外耳道炎,628,53295002,has symptom_main,耳痒,994,699392007
5235,慢性外耳道炎,628,53295002,has symptom_main,外耳道充血,1199,84301002|30098003
5236,慢性外耳道炎,628,53295002,has symptom_main,外耳道分泌物,1059,300132001
5237,慢性外耳道炎,628,53295002,has symptom_main,外耳道红肿,1862,84301002|65124004
5238,慢性外耳道炎,628,53295002,has symptom_main,耳内闭塞感,814,103281005
5239,慢性外耳道炎,628,53295002,has symptom,耳痛,1053,16001004
5240,慢性外耳道炎,628,53295002,has symptom,耳溢液,1637,65668001
5241,慢性外耳道炎,628,53295002,has symptom,听力下降,2053,103276001
5249,慢性胃炎,375,8493009,has symptom_main,嗳气,1140,271834000
5250,慢性胃炎,375,8493009,has symptom_main,反酸,1302,698065002
5251,慢性胃炎,375,8493009,has symptom_main,饥饿时上腹痛,2131,83132003|162043005
5252,慢性胃炎,375,8493009,has symptom_main,消化不良,630,162031009
5253,慢性胃炎,375,8493009,has symptom_main,早饱,1223,442076002
5254,慢性胃炎,375,8493009,has symptom_main,中上腹痛,914,79922009
5255,慢性胃炎,375,8493009,has symptom,恶心,1369,422587007
5256,慢性胃炎,375,8493009,has symptom,腹部不适,770,43364001
5257,慢性胃炎,375,8493009,has symptom,黑便,768,267055007
5258,慢性胃炎,375,8493009,has symptom,上消化道出血,135,37372002
5259,慢性胃炎,375,8493009,has symptom,胃慢性出血,1373,61401005|90734009
5260,慢性胃炎,375,8493009,has symptom,消瘦,1036,61294007
5271,慢性心力衰竭,92,48447003,has symptom_main,乏力,1405,13791008
5272,慢性心力衰竭,92,48447003,has symptom_main,咳嗽,1406,49727002
5273,慢性心力衰竭,92,48447003,has symptom_main,咳痰,774,28743005
5274,慢性心力衰竭,92,48447003,has symptom_main,水肿,1674,267038008
5275,慢性心力衰竭,92,48447003,has symptom_main,端坐呼吸,1657,62744007
5276,慢性心力衰竭,92,48447003,has symptom_main,咯血,1986,66857006
5277,慢性心力衰竭,92,48447003,has symptom_main,呼吸困难,1207,267036007
5278,慢性心力衰竭,92,48447003,has symptom,恶心,1369,422587007
5279,慢性心力衰竭,92,48447003,has symptom,肝-颈静脉回流征阳性,1001,
5280,慢性心力衰竭,92,48447003,has symptom,颈静脉怒张,1652,271653008
5281,慢性心力衰竭,92,48447003,has symptom,心包积液,1196,373945007
5282,慢性心力衰竭,92,48447003,has symptom,心力衰竭,1818,84114007
5301,慢性荨麻疹,694,51611005,has symptom_main,皮肤红斑,1957,444827008
5302,慢性荨麻疹,694,51611005,has symptom_main,皮肤瘙痒,1311,418363000
5303,慢性荨麻疹,694,51611005,has symptom,风团,2001,247472004
5319,慢性牙周炎,326,5689008,has symptom_main,口臭,1526,79879001
5320,慢性牙周炎,326,5689008,has symptom_main,牙齿松动,1212,34570004
5321,慢性牙周炎,326,5689008,has symptom_main,齿龈出血,1131,86276007
5322,慢性牙周炎,326,5689008,has symptom_main,牙周溢脓,1500,8711009|255316004
5323,慢性牙周炎,326,5689008,has symptom,牙齿神经痛,1956,38199008|16269008
5324,慢性牙周炎,326,5689008,has symptom,牙移位,2138,405258007
5325,慢性牙周炎,326,5689008,has symptom,牙周袋形成,872,109629007
5328,慢性腰部劳损,526,300956001,has symptom_main,腰痛,1126,279039007
5329,慢性腰部劳损,526,300956001,has symptom,剧烈运动后腰痛,1744,279039007|255214003
5330,慢性腰部劳损,526,300956001,has symptom,腰肌痉挛,1767,16410651000119105
5331,慢性腰部劳损,526,300956001,has symptom,腰椎退化,1960,26538006
5333,慢性支气管炎,161,63480004,has symptom_main,呼吸急促,1401,271823003
5334,慢性支气管炎,161,63480004,has symptom_main,咳嗽,1406,49727002
5335,慢性支气管炎,161,63480004,has symptom_main,咳痰,774,28743005
5336,慢性支气管炎,161,63480004,has symptom,湿啰音,1582,248618001
5337,慢性支气管炎,161,63480004,has symptom,哮鸣音,1091,56018004
5345,慢性中耳炎,125,21186006,has symptom_main,耳流脓,1138,164215009
5346,慢性中耳炎,125,21186006,has symptom_main,耳鸣,1630,60862001
5347,慢性中耳炎,125,21186006,has symptom_main,听力下降,2053,103276001
5348,慢性中耳炎,125,21186006,has symptom,发热,755,386661006
5349,慢性中耳炎,125,21186006,has symptom,便秘,1733,14760008
5350,慢性中耳炎,125,21186006,has symptom,寒战,1281,43724002
5351,慢性中耳炎,125,21186006,has symptom,耳聋,1114,272033007
5352,慢性中耳炎,125,21186006,has symptom,眩晕,2007,399153001
5362,慢性阻塞性肺疾病,215,13645005,has symptom_main,咳痰,774,28743005
5363,慢性阻塞性肺疾病,215,13645005,has symptom_main,呼吸困难,1207,267036007
5364,慢性阻塞性肺疾病,215,13645005,has symptom_main,慢性咳嗽,1904,68154008
5365,慢性阻塞性肺疾病,215,13645005,has symptom_main,气短,2124,248581005
5366,慢性阻塞性肺疾病,215,13645005,has symptom_main,桶状胸,1180,24228002
5367,慢性阻塞性肺疾病,215,13645005,has symptom_main,哮鸣音,1091,56018004
5368,慢性阻塞性肺疾病,215,13645005,has symptom,食欲下降,987,64379006
5377,毛发囊肿,256,254677004,has symptom_main,头皮光滑白璧囊肿,1295,
5378,毛发囊肿,256,254677004,has symptom_main,头皮囊肿,1034,300923002
5381,面神经损伤,129,53933002,has symptom_main,面部麻木,2070,309557009
5382,面神经损伤,129,53933002,has symptom_main,面部肌肉痉挛,1427,32402008
5383,面神经损伤,129,53933002,has symptom_main,面肌无力,1252,95666008
5384,面神经损伤,129,53933002,has symptom,怪笑,1255,304254000
5385,面神经损伤,129,53933002,has symptom,面肌紧张,1201,89545001|250069006
5386,面神经损伤,129,53933002,has symptom,口角歪斜，无法说话,1579,
5400,面神经瘫痪,565,280816001,has symptom_main,鼻唇沟变浅,1705,
5401,面神经瘫痪,565,280816001,has symptom_main,口角下垂,1561,23161009|29696001
5402,面神经瘫痪,565,280816001,has symptom,睑内翻,1631,33168009
5403,面神经瘫痪,565,280816001,has symptom,不能持续睁眼,1354,
5417,母乳性黄疸,605,82696006,has symptom_main,皮肤黄染,751,225549006
5418,母乳性黄疸,605,82696006,has symptom_main,胆红素升高,1245,26165005
5421,母婴ABO血型不合,110,32858009,has symptom,肝脾肿大,1866,36760000
5422,母婴ABO血型不合,110,32858009,has symptom,母婴ABO血型不合,110,32858009
5423,母婴ABO血型不合,110,32858009,has symptom,死胎,1824,445548006
5424,母婴ABO血型不合,110,32858009,has symptom,重度黄疸,1607,18165001|24484000
5425,母婴ABO血型不合,110,32858009,has symptom,重度贫血,2186,271737000|24484000
5435,脑出血,19,274100004,has symptom_main,头痛,1650,25064002
5436,脑出血,19,274100004,has symptom_main,意识障碍,1876,3006004
5437,脑出血,19,274100004,has symptom_main,感觉障碍,845,85972008
5438,脑出血,19,274100004,has symptom,呕吐,1608,422400008
5439,脑出血,19,274100004,has symptom,运动性失语,2092,229654003
5440,脑出血,19,274100004,has symptom,抽搐,1273,386783003
5441,脑出血,19,274100004,has symptom,恶心,1369,422587007
5450,脑动脉硬化症,17,65312002,has symptom_main,思维不连贯,1471,64336009
5451,脑动脉硬化症,17,65312002,has symptom_main,睡眠障碍,647,39898005
5452,脑动脉硬化症,17,65312002,has symptom_main,感觉障碍,845,85972008
5453,脑动脉硬化症,17,65312002,has symptom_main,记忆力障碍,177,386807006
5454,脑动脉硬化症,17,65312002,has symptom_main,间歇性头晕,1896,404640003|7087005
5455,脑动脉硬化症,17,65312002,has symptom_main,头晕,969,404640003
5456,脑动脉硬化症,17,65312002,has symptom_main,眩晕,2007,399153001
5457,脑动脉硬化症,17,65312002,has symptom,脑缺血,778,287731003
5458,脑动脉硬化症,17,65312002,has symptom,吞咽困难,1265,40739000
5460,脑栓塞,622,75543006,has symptom_main,昏迷,1953,371632003
5461,脑栓塞,622,75543006,has symptom_main,偏盲,1377,77674003
5462,脑栓塞,622,75543006,has symptom_main,偏身感觉障碍,1296,14686007
5463,脑栓塞,622,75543006,has symptom_main,失读,1519,9236007
5464,脑栓塞,622,75543006,has symptom_main,头痛,1650,25064002
5465,脑栓塞,622,75543006,has symptom_main,感觉障碍,845,85972008
5466,脑栓塞,622,75543006,has symptom_main,失语,1062,87486003
5467,脑栓塞,622,75543006,has symptom,抽搐,1273,386783003
5468,脑栓塞,622,75543006,has symptom,短暂性脑缺血发作,288,266257000
5469,脑栓塞,622,75543006,has symptom,复视,1412,24982008
5479,脑血栓,544,71444005,has symptom,口眼歪斜,1771,
5480,脑血栓,544,71444005,has symptom_main,感觉障碍,845,85972008
5481,脑血栓,544,71444005,has symptom_main,口齿不清,1646,69577009
5482,脑血栓,544,71444005,has symptom_main,偏身肌张力障碍,832,15802004|66459002
5483,脑血栓,544,71444005,has symptom,高血压,1732,24184005
5484,脑血栓,544,71444005,has symptom,偏盲,1377,77674003
5485,脑血栓,544,71444005,has symptom,轻瘫,2079,163600007
5486,脑血栓,544,71444005,has symptom,吞咽困难,1265,40739000
5487,脑血栓,544,71444005,has symptom,晕厥,1479,271594007
5488,脑血栓,544,71444005,has symptom,反应迟钝,1153,422768004
5498,脑震荡,120,447396006,has symptom_main,意识短暂中断,1416,419045004|14803004
5499,脑震荡,120,447396006,has symptom_main,近事遗忘现象,1085,247595006
